timestamp,angle,force,event,block,trial,profile,count,duration,profile_result,distractor,distractor_result
1490626951.967743,0.0,793,6,1,0,0,0,1490626951.967743,0,0,0
1490626951.967743,0.0,964,7,1,0,0,0,1490626951.967743,2,0,0
1490626953.682259,0,964,1,1,1,1,0,0,0,0,0
1490626954.444045,0.0,970,6,1,1,1,0,0.7617859840393066,0,0,0
1490626954.444045,0.0,920,7,1,1,1,0,0.7617859840393066,2,0,0
1490626955.242837,0,919,1,1,2,2,0,0,0,0,0
1490626955.636449,0.0,821,6,1,2,2,0,0.3936121463775635,0,0,0
1490626955.636449,0.0,958,7,1,2,2,0,0.3936121463775635,2,0,0
1490626956.425632,0,967,1,1,3,3,0,0,0,0,0
1490626956.8678,0.0,901,6,1,3,3,0,0.4421679973602295,0,0,0
1490626956.8678,0.0,964,7,1,3,3,0,0.4421679973602295,2,0,0
1490626957.811484,0,964,1,1,4,4,0,0,0,0,0
1490626958.267798,0.0,907,6,1,4,4,0,0.4563138484954834,0,0,0
1490626958.267798,0.0,963,7,1,4,4,0,0.4563138484954834,2,0,0
1490626959.22689,0,963,1,1,5,5,0,0,0,0,0
1490626959.724049,0.0,763,6,1,5,5,0,0.4971590042114258,0,0,0
1490626959.724049,0.0,961,7,1,5,5,0,0.4971590042114258,2,0,0
1490626960.786752,0,966,1,1,6,6,0,0,0,0,0
1490626961.283566,0.0,917,6,1,6,6,0,0.4968140125274658,0,0,0
1490626961.283566,0.0,964,7,1,6,6,0,0.4968140125274658,3,0,0
1490626962.833507,0.0,963,1,1,7,1,0,0,0,0,0
1490626965.171753,0.0,970,6,1,7,1,0,2.3382458686828613,0,0,0
1490626965.171753,0.0,924,7,1,7,1,0,2.3382458686828613,3,0,0
1490626965.985533,0,922,1,1,8,2,0,0,0,0,0
1490626966.363556,0.0,816,6,1,8,2,0,0.3780229091644287,0,0,0
1490626966.363556,0.0,955,7,1,8,2,0,0.3780229091644287,3,0,0
1490626967.210996,0,967,1,1,9,3,0,0,0,0,0
1490626967.419465,0.0,909,6,1,9,3,0,0.20846915245056152,0,0,0
1490626967.419465,0.0,964,7,1,9,3,0,0.20846915245056152,3,0,0
1490626968.393988,0,965,1,1,10,4,0,0,0,0,0
1490626968.683762,0.0,910,6,1,10,4,0,0.28977417945861816,0,0,0
1490626968.683762,0.0,965,7,1,10,4,0,0.28977417945861816,3,0,0
1490626970.122461,0,965,1,1,11,5,0,0,0,0,0
1490626970.539528,0.0,763,6,1,11,5,0,0.4170668125152588,0,0,0
1490626970.539528,0.0,967,7,1,11,5,0,0.4170668125152588,3,0,0
1490626971.778407,0,968,1,1,12,6,0,0,0,0,0
1490626972.155294,0.0,902,6,1,12,6,0,0.37688684463500977,0,0,0
1490626972.155294,0.0,966,7,1,12,6,0,0.37688684463500977,3,0,0
1490626973.465938,0,966,1,1,13,1,0,0,0,0,0
1490626975.459474,0.0,967,6,1,13,1,0,1.9935359954833984,0,0,0
1490626975.459474,0.0,907,7,1,13,1,0,1.9935359954833984,4,0,0
1490626976.363769,0,907,1,1,14,2,0,0,0,0,0
1490626976.368044,0,907,6,1,14,2,0,0.004274845123291016,0,0,0
1490626976.368044,0.0,906,7,1,14,2,0,0.004274845123291016,4,0,0
1490626976.900381,0,964,1,1,15,3,0,0,0,0,0
1490626976.906047,0.0,965,6,1,15,3,0,0.005666017532348633,0,0,0
1490626976.906047,0.0,965,7,1,15,3,0,0.005666017532348633,4,0,0
1490626977.578071,0,914,1,1,16,4,0,0,0,0,0
1490626977.584458,0.0,914,6,1,16,4,0,0.006386995315551758,0,0,0
1490626977.584458,0.0,914,7,1,16,4,0,0.006386995315551758,4,0,0
1490626978.232904,0,965,1,1,17,5,0,0,0,0,0
1490626978.875503,0.0,767,6,1,17,5,0,0.6425991058349609,0,0,0
1490626978.875503,0.0,934,7,1,17,5,0,0.6425991058349609,4,0,0
1490626979.826057,0,966,1,1,18,6,0,0,0,0,0
1490626980.714751,0.0,888,6,1,18,6,0,0.8886940479278564,0,0,0
1490626980.714751,40.125,967,7,1,18,6,0,0.8886940479278564,2,0,0
1490627051.989916,0,966,1,1,19,1,0,0,0,0,0
1490627051.994017,0,966,6,1,19,1,0,0.004100799560546875,0,0,0
1490627051.994017,0,916,7,1,19,1,0,0.004100799560546875,2,0,0
1490627053.65445,0,916,1,1,20,2,0,0,0,0,0
1490627053.774201,0,831,2,1,20,2,1,0,0,0,0
1490627053.838156,0,831,3,1,20,2,1,0,0,0,0
1490627054.215618,0,831,6,1,20,2,1,0.5611679553985596,0,0,0
1490627054.215618,0,963,7,1,20,2,1,0.5611679553985596,2,0,0
1490627055.208075,0,965,1,1,21,3,0,0,0,0,0
1490627055.544024,0,915,6,1,21,3,0,0.3359489440917969,0,0,0
1490627055.544024,0,964,7,1,21,3,0,0.3359489440917969,3,0,0
1490627056.486932,0,964,1,1,22,4,0,0,0,0,0
1490627057.159741,0,916,6,1,22,4,0,0.6728088855743408,0,0,0
1490627057.159741,0,964,7,1,22,4,0,0.6728088855743408,3,0,0
1490627058.510749,0,965,1,1,23,5,0,0,0,0,0
1490627058.715419,0,807,2,1,23,5,1,0,0,0,0
1490627058.774187,0,807,3,1,23,5,1,0,0,0,0
1490627059.071994,0,807,6,1,23,5,1,0.5612449645996094,0,0,0
1490627059.071994,0,968,7,1,23,5,1,0.5612449645996094,3,0,0
1490627060.118759,0,968,1,1,24,6,0,0,0,0,0
1490627060.687483,0,907,6,1,24,6,0,0.5687241554260254,0,0,0
1490627060.687483,0,965,7,1,24,6,0,0.5687241554260254,3,0,0
1490627061.861407,0,965,1,1,25,1,0,0,0,0,0
1490627062.727632,0,973,6,1,25,1,0,0.866225004196167,0,0,0
1490627062.727632,0,926,7,1,25,1,0,0.866225004196167,4,0,0
1490627070.61343,0,925,1,1,26,2,0,0,0,0,0
1490627070.744909,0,841,2,1,26,2,1,0,0,0,0
1490627070.805018,0,840,3,1,26,2,1,0,0,0,0
1490627071.191221,0,840,6,1,26,2,1,0.5777909755706787,0,0,0
1490627071.191221,0,967,7,1,26,2,1,0.5777909755706787,4,0,0
1490627072.437283,0,967,1,1,27,3,0,0,0,0,0
1490627072.919157,0,914,6,1,27,3,0,0.4818739891052246,0,0,0
1490627072.919157,0,965,7,1,27,3,0,0.4818739891052246,4,0,0
1490627074.158291,0,965,1,1,28,4,0,0,0,0,0
1490627074.646569,0,915,6,1,28,4,0,0.4882779121398926,0,0,0
1490627074.646569,0,966,7,1,28,4,0,0.4882779121398926,4,0,0
1490627075.954075,0,966,1,1,29,5,0,0,0,0,0
1490627076.149569,0,811,2,1,29,5,1,0,0,0,0
1490627076.221716,0,810,3,1,29,5,1,0,0,0,0
1490627076.662625,0,810,6,1,29,5,1,0.708549976348877,0,0,0
1490627076.662625,0,969,7,1,29,5,1,0.708549976348877,4,0,0
1490627077.976137,0,969,1,1,30,6,0,0,0,0,0
1490627078.662792,0,914,6,1,30,6,0,0.6866550445556641,0,0,0
1490627078.662792,0,966,7,1,30,6,0,0.6866550445556641,4,0,0
1490627079.9979,0,966,1,1,31,1,0,0,0,0,0
